species,class,order,family,mass_kg,metabolic_rate,metabolic_rate_units,source
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,1.448e-05,2.57e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,1.471e-05,2.49e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.215e-05,3.07e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.269e-05,4.39e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.338e-05,4.45e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.431e-05,2.64e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.438e-05,4.35e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.746e-05,6.55e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,2.762e-05,3.97e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,3.202e-05,2.8e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,3.351e-05,4.89e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,3.968e-05,4.97e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,4.792e-05,6.32e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,4.917e-05,3.79e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,5.39e-05,7.93e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,5.831e-05,4.31e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,5.949e-05,4.89e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,5.966e-05,8.1e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,8.474e-05,8.49e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,8.895e-05,8.01e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,0.00010606,8.61e-05,W,AnimalTraits
Camponotus fulvopilosus,Insecta,Hymenoptera,Formicidae,0.0001553,7.27e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,7.7e-06,2.4607316e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.04e-05,2.3051681e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.08e-05,3.4082547e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.09e-05,2.9981328e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.1e-05,2.3051681e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.1e-05,2.9839906e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.11e-05,2.1778889e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.12e-05,2.8849957e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.34e-05,2.8284271e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.42e-05,2.0223254e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.51e-05,3.3799704e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.52e-05,2.9557063e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.57e-05,3.959798e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.62e-05,2.5455844e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.66e-05,3.5921024e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.83e-05,3.1536962e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.84e-05,3.5638182e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.87e-05,3.4789654e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.89e-05,3.3799704e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,1.92e-05,4.3557778e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.17e-05,3.0405592e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.22e-05,3.436539e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.35e-05,3.9456558e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.36e-05,3.2951176e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.43e-05,4.0163665e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.48e-05,3.4789654e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.54e-05,4.695189e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.56e-05,3.1112698e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.57e-05,3.2668333e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.7e-05,2.8708535e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.95e-05,2.0788939e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,2.98e-05,9.588368e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.07e-05,3.2951176e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.32e-05,3.0122749e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.32e-05,3.1536962e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.39e-05,6.9013622e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.72e-05,3.3658283e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,3.72e-05,2.8849957e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,7.17e-05,8.5842763e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,9.02e-05,9.5035151e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001,0.00020138401,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001061,7.6367532e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001066,7.9337381e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001075,0.00020902076,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001102,9.9277792e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001106,8.1882965e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001117,7.7357482e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001119,7.0144993e-05,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001206,0.00013435029,W,AnimalTraits
Camponotus maculatus,Insecta,Hymenoptera,Formicidae,0.0001292,0.00011539983,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,2.06e-06,1.0396831e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,2.82e-06,1.9331607e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,4.53e-06,1.4620543e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,5.53e-06,2.3230419e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,5.63e-06,2.030631e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,5.63e-06,2.5017374e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,6e-06,2.7291681e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,6.74e-06,2.1930815e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,8.03e-06,1.4458093e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,8.03e-06,2.3230419e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,8.24e-06,2.0062634e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,8.66e-06,1.8681805e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,9.08e-06,1.5514021e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,9.08e-06,3.6064006e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,9.23e-06,1.9818958e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,9.71e-06,2.9890888e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.164e-05,3.5008078e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.212e-05,2.8753735e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.403e-05,3.7038709e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.465e-05,7.2290463e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.487e-05,4.5486134e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,1.863e-05,6.9122679e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,2.25e-05,8.991634e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,2.382e-05,8.9591439e-05,W,AnimalTraits
Eciton hamatum,Insecta,Hymenoptera,Formicidae,2.388e-05,7.7001527e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,4.2e-06,1.16e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,5.4e-06,1.55e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,6.6e-06,1.37e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,6.6e-06,1.49e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,6.6e-06,1.37e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,6.8e-06,1.24e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,6.8e-06,1.1e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,7e-06,1.74e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,8.4e-06,1.53e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.09e-05,1.91e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.09e-05,1.79e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.29e-05,2.35e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.3e-05,2.91e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.31e-05,2.57e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.31e-05,2.66e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.38e-05,2.4e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.68e-05,2.3e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.69e-05,3.14e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.72e-05,2.09e-05,W,AnimalTraits
Eciton rufa,Insecta,Hymenoptera,Formicidae,1.93e-05,3.42e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,3.5e-06,1.5273506e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,4.5e-06,5.2325902e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,4.8e-06,1.5980613e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,5.9e-06,1.2020815e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,6.5e-06,4.3416356e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,6.6e-06,9.0509668e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,6.6e-06,2.2344574e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,7.1e-06,7.2124892e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,7.6e-06,3.1112698e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,8.1e-06,6.2225397e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,8.4e-06,5.6568542e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.2e-06,4.0729351e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.5e-06,3.648671e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.9e-06,8.9095454e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.9e-06,1.7253405e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.9e-06,2.2061732e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,9.9e-06,2.1637468e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.04e-05,1.3717872e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.05e-05,6.7882251e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.07e-05,9.8994949e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.07e-05,7.4811897e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.09e-05,7.2124892e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.1e-05,4.6527626e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.1e-05,2.2203153e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.14e-05,7.9195959e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.16e-05,3.0829856e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.21e-05,1.0040916e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.22e-05,3.8183766e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.23e-05,2.4607316e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.26e-05,6.0811183e-06,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.29e-05,4.7234733e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.36e-05,4.7376154e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.36e-05,6.052834e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.37e-05,1.5273506e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.4e-05,7.6226111e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.58e-05,9.8146421e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.63e-05,1.4990664e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.84e-05,0.00010903587,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.91e-05,2.0930361e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.95e-05,3.2668333e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.98e-05,6.1659711e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.14e-05,0.00010493465,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.33e-05,3.4223968e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.36e-05,7.1134942e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.48e-05,8.6125606e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.55e-05,5.2325902e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.75e-05,5.4871486e-05,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,3.22e-05,0.00011327851,W,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,4.34e-05,0.00022174869,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.33e-06,5.3033009e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.55e-06,6.4346717e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.71e-06,7.2831998e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.44e-06,7.0710678e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.54e-06,9.9702056e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.77e-06,1.0889444e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.16e-06,8.9095454e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.18e-06,9.5459415e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.29e-06,9.3338095e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.83e-06,9.1923882e-06,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,5.27e-06,1.6829141e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,5.27e-06,1.668772e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.1e-06,1.3788582e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.24e-06,1.4212846e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.26e-06,1.2162237e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,7.61e-06,1.2798633e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,7.88e-06,1.3930004e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.41e-06,2.3546656e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.63e-06,2.0293965e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.7e-06,1.4778532e-05,W,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,9.7e-06,2.2556706e-05,W,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,8.5e-05,0.00018888889,W,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,5.9e-05,8.8888889e-05,W,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,5.5e-05,0.00011666667,W,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,6.9e-05,0.00013888889,W,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,4.9e-05,0.00012222222,W,AnimalTraits
Myrmecotypus rettenmeyeri,Arachnida,Araneae,Corinnidae,2.18e-05,3.2561394e-05,W,AnimalTraits
Clubiona barroana,Arachnida,Araneae,Clubionidae,3.5e-05,4.9908397e-05,W,AnimalTraits
Camponotus sericeiventris,Insecta,Hymenoptera,Formicidae,4.02e-05,7.3105423e-05,W,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,5.9973969e-06,W,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,5.5746e-06,W,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,2.1764747e-06,W,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,4.62555e-06,W,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,7.9057367e-06,W,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,2.46477e-05,W,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,1.6230717e-05,W,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,2.00739e-05,W,AnimalTraits
Leptogenys attenuata,Insecta,Hymenoptera,Formicidae,5.38e-06,2.14662e-05,W,AnimalTraits
Acheta domesticus,Insecta,Orthoperta,Gryllidae,0.000369,0.00112135,W,AnimalTraits
Encoptolophus sordidus,Insecta,Orthoptera,Acrididae,5.82e-05,0.00045557667,W,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,3.84e-05,5.9390894e-05,W,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,4.22e-05,8.6958328e-05,W,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,3.62e-05,8.2895759e-05,W,AnimalTraits
Circellium bacchus,Insecta,Coleoptera,Scarabaeidae,0.006836,0.013423,W,AnimalTraits
Pachylomerus femoralis,Insecta,Coleoptera,Scarabaeidae,0.004915,0.0085099703,W,AnimalTraits
Aphodius distinctus,Insecta,Coleoptera,Scarabaeidae,7.8e-06,0.00010333333,W,AnimalTraits
Aphodius prodromus,Insecta,Coleoptera,Scarabaeidae,1.38e-05,0.00016444444,W,AnimalTraits
Aphodius contaminatus,Insecta,Coleoptera,Scarabaeidae,1.45e-05,0.00011333333,W,AnimalTraits
Aphodius rufus,Insecta,Coleoptera,Scarabaeidae,2.09e-05,0.00016777778,W,AnimalTraits
Aphodius fimetarius,Insecta,Coleoptera,Scarabaeidae,3.09e-05,0.00018444444,W,AnimalTraits
Aphodius rufipes,Insecta,Coleoptera,Scarabaeidae,9.12e-05,0.00065444444,W,AnimalTraits
Aphodius fossor,Insecta,Coleoptera,Scarabaeidae,0.0001288,0.00073444444,W,AnimalTraits
Periplaneta americana,Insecta,Blattodea,Blattidae,0.0009,0.00096459612,W,AnimalTraits
Calosoma affine,Insecta,Coleoptera,Carabidae,0.00062,0.00077524947,W,AnimalTraits
Teleogryllus commodus,Insecta,Orthoptera,Gryllidae,0.00095,0.0056000163,W,AnimalTraits
Manduca rustica,Insecta,Lepidoptera,Sphingidae,0.002916,0.0056924385,W,AnimalTraits
Manduca rustica,Insecta,Lepidoptera,Sphingidae,0.002704,0.0084620779,W,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001307,0.0027887843,W,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001294,0.0030695773,W,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001388,0.0021123286,W,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.002484,0.0057052018,W,AnimalTraits
Manduca lefeburei,Insecta,Lepidoptera,Sphingidae,0.000571,0.0009763936,W,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.000901,0.0024058849,W,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.001124,0.0026292429,W,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.001261,0.0020931837,W,AnimalTraits
Erinnyis oenotrus,Insecta,Lepidoptera,Sphingidae,0.000964,0.0038162312,W,AnimalTraits
Erinnyis ello,Insecta,Lepidoptera,Sphingidae,0.00121,0.0043650537,W,AnimalTraits
Pachylia ficus,Insecta,Lepidoptera,Sphingidae,0.003225,0.0053988823,W,AnimalTraits
Madoryx oeclus,Insecta,Lepidoptera,Sphingidae,0.001494,0.0060115214,W,AnimalTraits
Madoryx oeclus,Insecta,Lepidoptera,Sphingidae,0.001904,0.0053223024,W,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000398,0.0013656747,W,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000419,0.0020038405,W,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000858,0.0038034679,W,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000575,0.001174225,W,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000388,0.0013337664,W,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000397,0.0011295534,W,AnimalTraits
Oryba achemenides,Insecta,Lepidoptera,Sphingidae,0.00223,0.0049394029,W,AnimalTraits
Oryba achemenides,Insecta,Lepidoptera,Sphingidae,0.003387,0.0078494388,W,AnimalTraits
Pachygonia drucei,Insecta,Lepidoptera,Sphingidae,0.000702,0.0015635061,W,AnimalTraits
Xylophanes libya,Insecta,Lepidoptera,Sphingidae,0.000559,0.0026930595,W,AnimalTraits
Xylophanes chiron,Insecta,Lepidoptera,Sphingidae,0.000708,0.0014231096,W,AnimalTraits
Xylophanes pluto,Insecta,Lepidoptera,Sphingidae,0.000876,0.0025590447,W,AnimalTraits
Xylophanes pluto,Insecta,Lepidoptera,Sphingidae,0.000782,0.0022080535,W,AnimalTraits
Automeris hamata,Insecta,Lepidoptera,Saturniidae,0.000564,0.002105947,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001083,0.0048500597,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.00028,0.0011486984,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000252,0.00082961548,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000254,0.00044671603,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001402,0.0010848818,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001271,0.0022973967,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000412,0.001659231,W,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000272,0.0007657989,W,AnimalTraits
Automeris fieldi,Insecta,Lepidoptera,Saturniidae,0.000394,0.0011486984,W,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000874,0.0014677812,W,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000576,0.0007657989,W,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000294,0.00057434918,W,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000415,0.0018506807,W,AnimalTraits
