species,class,order,family,mass_kg,specific_mr,specific_mr_units,source
Messor capensis,Insecta,Hymenoptera,Formicidae,1.16e-05,2.6577462,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.21e-05,0.82982779,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.22e-05,3.1298169,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.23e-05,2.0005948,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.26e-05,0.48262844,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.29e-05,3.6616072,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.36e-05,3.4835408,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.36e-05,4.4506133,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.37e-05,1.1148545,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.4e-05,5.4447222,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.58e-05,6.2117988,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.63e-05,0.91967262,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.84e-05,5.9258623,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.91e-05,1.0958304,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.95e-05,1.6752991,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,1.98e-05,3.1141268,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.14e-05,4.9034881,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.33e-05,1.4688398,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.36e-05,3.0141925,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.48e-05,3.4728067,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.55e-05,2.0519961,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,2.75e-05,1.9953268,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,3.22e-05,3.517966,W/kg,AnimalTraits
Messor capensis,Insecta,Hymenoptera,Formicidae,4.34e-05,5.1094167,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.33e-06,3.9874443,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.55e-06,4.1514011,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,1.71e-06,4.2591812,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.44e-06,2.8979786,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.54e-06,3.9252778,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,2.77e-06,3.9312074,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.16e-06,2.8194764,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.18e-06,3.0018684,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.29e-06,2.8370242,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,3.83e-06,2.4001013,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,5.27e-06,3.1933855,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,5.27e-06,3.1665503,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.1e-06,2.2604233,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.24e-06,2.2776997,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,6.26e-06,1.9428493,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,7.61e-06,1.6818177,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,7.88e-06,1.767767,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.41e-06,2.7998402,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.63e-06,2.3515602,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,8.7e-06,1.6986818,W/kg,AnimalTraits
Messor pergandei,Insecta,Hymenoptera,Formicidae,9.7e-06,2.3254336,W/kg,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,8.5e-05,2.2222222,W/kg,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,5.9e-05,1.5065913,W/kg,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,5.5e-05,2.1212121,W/kg,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,6.9e-05,2.0128824,W/kg,AnimalTraits
Cicindela repanda,Insecta,Coleoptera,Carabidae,4.9e-05,2.4943311,W/kg,AnimalTraits
Myrmecotypus rettenmeyeri,Arachnida,Araneae,Corinnidae,2.18e-05,1.4936419,W/kg,AnimalTraits
Clubiona barroana,Arachnida,Araneae,Clubionidae,3.5e-05,1.4259542,W/kg,AnimalTraits
Camponotus sericeiventris,Insecta,Hymenoptera,Formicidae,4.02e-05,1.8185429,W/kg,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,3.5072496,W/kg,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,3.26,W/kg,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,1.2727922,W/kg,AnimalTraits
Leptogenys nitida,Insecta,Hymenoptera,Formicidae,1.71e-06,2.705,W/kg,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,0.93338095,W/kg,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,2.91,W/kg,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,1.9162594,W/kg,AnimalTraits
Leptogenys schwabi,Insecta,Hymenoptera,Formicidae,8.47e-06,2.37,W/kg,AnimalTraits
Leptogenys attenuata,Insecta,Hymenoptera,Formicidae,5.38e-06,3.99,W/kg,AnimalTraits
Acheta domesticus,Insecta,Orthoperta,Gryllidae,0.000369,3.0388889,W/kg,AnimalTraits
Encoptolophus sordidus,Insecta,Orthoptera,Acrididae,5.82e-05,7.8277778,W/kg,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,3.84e-05,1.5466379,W/kg,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,4.22e-05,2.0606239,W/kg,AnimalTraits
Hophlosphyrum griseus,Insecta,Orthoptera,Gryllidae,3.62e-05,2.2899381,W/kg,AnimalTraits
Circellium bacchus,Insecta,Coleoptera,Scarabaeidae,0.006836,1.9635752,W/kg,AnimalTraits
Pachylomerus femoralis,Insecta,Coleoptera,Scarabaeidae,0.004915,1.7314283,W/kg,AnimalTraits
Aphodius distinctus,Insecta,Coleoptera,Scarabaeidae,7.8e-06,13.247863,W/kg,AnimalTraits
Aphodius prodromus,Insecta,Coleoptera,Scarabaeidae,1.38e-05,11.916264,W/kg,AnimalTraits
Aphodius contaminatus,Insecta,Coleoptera,Scarabaeidae,1.45e-05,7.816092,W/kg,AnimalTraits
Aphodius rufus,Insecta,Coleoptera,Scarabaeidae,2.09e-05,8.0276449,W/kg,AnimalTraits
Aphodius fimetarius,Insecta,Coleoptera,Scarabaeidae,3.09e-05,5.9690759,W/kg,AnimalTraits
Aphodius rufipes,Insecta,Coleoptera,Scarabaeidae,9.12e-05,7.1759259,W/kg,AnimalTraits
Aphodius fossor,Insecta,Coleoptera,Scarabaeidae,0.0001288,5.7022084,W/kg,AnimalTraits
Periplaneta americana,Insecta,Blattodea,Blattidae,0.0009,1.0717735,W/kg,AnimalTraits
Calosoma affine,Insecta,Coleoptera,Carabidae,0.00062,1.2504024,W/kg,AnimalTraits
Teleogryllus commodus,Insecta,Orthoptera,Gryllidae,0.00095,5.894754,W/kg,AnimalTraits
Manduca rustica,Insecta,Lepidoptera,Sphingidae,0.002916,1.9521394,W/kg,AnimalTraits
Manduca rustica,Insecta,Lepidoptera,Sphingidae,0.002704,3.1294667,W/kg,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001307,2.1337294,W/kg,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001294,2.3721617,W/kg,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.001388,1.5218506,W/kg,AnimalTraits
Manduca corallina,Insecta,Lepidoptera,Sphingidae,0.002484,2.2967801,W/kg,AnimalTraits
Manduca lefeburei,Insecta,Lepidoptera,Sphingidae,0.000571,1.7099713,W/kg,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.000901,2.6702385,W/kg,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.001124,2.3391841,W/kg,AnimalTraits
Protambulyx strigilis,Insecta,Lepidoptera,Sphingidae,0.001261,1.6599395,W/kg,AnimalTraits
Erinnyis oenotrus,Insecta,Lepidoptera,Sphingidae,0.000964,3.9587461,W/kg,AnimalTraits
Erinnyis ello,Insecta,Lepidoptera,Sphingidae,0.00121,3.6074824,W/kg,AnimalTraits
Pachylia ficus,Insecta,Lepidoptera,Sphingidae,0.003225,1.674072,W/kg,AnimalTraits
Madoryx oeclus,Insecta,Lepidoptera,Sphingidae,0.001494,4.023776,W/kg,AnimalTraits
Madoryx oeclus,Insecta,Lepidoptera,Sphingidae,0.001904,2.7953269,W/kg,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000398,3.4313435,W/kg,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000419,4.7824355,W/kg,AnimalTraits
Perigonia lusca,Insecta,Lepidoptera,Sphingidae,0.000858,4.4329463,W/kg,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000575,2.0421304,W/kg,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000388,3.4375423,W/kg,AnimalTraits
Enyo ocypete,Insecta,Lepidoptera,Sphingidae,0.000397,2.8452226,W/kg,AnimalTraits
Oryba achemenides,Insecta,Lepidoptera,Sphingidae,0.00223,2.2149789,W/kg,AnimalTraits
Oryba achemenides,Insecta,Lepidoptera,Sphingidae,0.003387,2.3175196,W/kg,AnimalTraits
Pachygonia drucei,Insecta,Lepidoptera,Sphingidae,0.000702,2.2272167,W/kg,AnimalTraits
Xylophanes libya,Insecta,Lepidoptera,Sphingidae,0.000559,4.8176377,W/kg,AnimalTraits
Xylophanes chiron,Insecta,Lepidoptera,Sphingidae,0.000708,2.0100418,W/kg,AnimalTraits
Xylophanes pluto,Insecta,Lepidoptera,Sphingidae,0.000876,2.9212839,W/kg,AnimalTraits
Xylophanes pluto,Insecta,Lepidoptera,Sphingidae,0.000782,2.8235978,W/kg,AnimalTraits
Automeris hamata,Insecta,Lepidoptera,Saturniidae,0.000564,3.7339486,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001083,4.4783562,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.00028,4.1024941,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000252,3.2921249,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000254,1.7587245,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001402,0.77381011,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.001271,1.8075505,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000412,4.0272596,W/kg,AnimalTraits
Automeris jacunda,Insecta,Lepidoptera,Saturniidae,0.000272,2.8154371,W/kg,AnimalTraits
Automeris fieldi,Insecta,Lepidoptera,Saturniidae,0.000394,2.9154781,W/kg,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000874,1.6793836,W/kg,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000576,1.329512,W/kg,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000294,1.9535686,W/kg,AnimalTraits
Automeris zugana,Insecta,Lepidoptera,Saturniidae,0.000415,4.4594715,W/kg,AnimalTraits
Automerina auletes,Insecta,Lepidoptera,Saturniidae,0.00072,2.659024,W/kg,AnimalTraits
Dirphea agis,Insecta,Lepidoptera,Saturniidae,0.000197,2.5915361,W/kg,AnimalTraits
Hylesia praeda,Insecta,Lepidoptera,Saturniidae,0.000139,8.723129,W/kg,AnimalTraits
Hylesia praeda,Insecta,Lepidoptera,Saturniidae,0.000153,3.3368144,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000771,2.1520505,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000332,2.3066232,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,6.2e-05,15.439494,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,9.1e-05,6.3115294,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,6.1e-05,3.1385201,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,8.8e-05,5.0763185,W/kg,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000269,1.6606544,W/kg,AnimalTraits
Hyperchirica nausica,Insecta,Lepidoptera,Saturniidae,0.000216,5.3180479,W/kg,AnimalTraits
Hyperchirica nausica,Insecta,Lepidoptera,Saturniidae,0.000183,2.7897956,W/kg,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.00112,2.678017,W/kg,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.000838,3.1984441,W/kg,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.001357,3.4800491,W/kg,AnimalTraits
Sphingicampa quadrilineata,Insecta,Lepidoptera,Saturniidae,0.000818,2.7539427,W/kg,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.002205,2.0635473,W/kg,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.001436,2.2842423,W/kg,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.00163,3.8055038,W/kg,AnimalTraits
Adeloneivaia subungulata,Insecta,Lepidoptera,Saturniidae,0.000487,4.00983,W/kg,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.001648,1.2469015,W/kg,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.001381,1.7282693,W/kg,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.000427,4.7825068,W/kg,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.000694,1.9310491,W/kg,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.00102,1.626697,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001737,4.4124184,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001607,2.4780052,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.003107,1.5034996,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.000856,1.9979956,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001624,1.0963562,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001146,2.7787497,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001872,1.7795007,W/kg,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.002224,3.3916903,W/kg,AnimalTraits
Megalpyge sp.,Insecta,Lepidoptera,Megalpygidae,0.000627,2.6259452,W/kg,AnimalTraits
Lirimiris sp.,Insecta,Lepidoptera,Notodontidae,0.000564,3.3039787,W/kg,AnimalTraits
Hapigia simplex,Insecta,Lepidoptera,Notodontidae,0.000478,3.497896,W/kg,AnimalTraits
Apetaloides firmiana,Insecta,Lepidoptera,Notodontidae,0.000169,5.1732963,W/kg,AnimalTraits
Euglyphis sp.,Insecta,Lepidoptera,Lasiocampidae,8.7e-05,4.9879622,W/kg,AnimalTraits
Artace sp.,Insecta,Lepidoptera,Lasiocampidae,0.000119,2.2523497,W/kg,AnimalTraits
Artace sp.,Insecta,Lepidoptera,Lasiocampidae,0.000145,2.9487659,W/kg,AnimalTraits
Diceroprocta apache,Insecta,Hemiptera,Cicadidae,0.000622,2.4748737,W/kg,AnimalTraits
Gromphadorhina portentosa,Insecta,Blattodea,Blaberidae,0.00495,1.0555556,W/kg,AnimalTraits
Myrmica rubra,Insecta,Hymenoptera,Formicidae,9.2e-07,7.2777778,W/kg,AnimalTraits
Tetramorium caespitum,Insecta,Hymenoptera,Formicidae,2.3e-07,10.388889,W/kg,AnimalTraits
Camponotus herculeanus,Insecta,Hymenoptera,Formicidae,6.71e-06,11.222222,W/kg,AnimalTraits
Lasius niger,Insecta,Hymenoptera,Formicidae,5.8e-07,10.277778,W/kg,AnimalTraits
Lasius alienus,Insecta,Hymenoptera,Formicidae,4.6e-07,13.055556,W/kg,AnimalTraits
Lasius flavus,Insecta,Hymenoptera,Formicidae,8.6e-07,13.166667,W/kg,AnimalTraits
Formica exsecta,Insecta,Hymenoptera,Formicidae,1.35e-06,16.055556,W/kg,AnimalTraits
Formica pratensis,Insecta,Hymenoptera,Formicidae,2.39e-06,12.944444,W/kg,AnimalTraits
Formica fusca,Insecta,Hymenoptera,Formicidae,1.47e-06,6.5,W/kg,AnimalTraits
Drosophila nikkananu,Insecta,Diptera,Drosophilidae,4.9e-07,21.971356,W/kg,AnimalTraits
Drosophila melanogaster,Insecta,Diptera,Drosophilidae,9.5e-07,25.603477,W/kg,AnimalTraits
Drosophila virilis,Insecta,Diptera,Drosophilidae,1.67e-06,20.006438,W/kg,AnimalTraits
Drosophila mimica,Insecta,Diptera,Drosophilidae,2.44e-06,13.694883,W/kg,AnimalTraits
Camponotus vicinus,Insecta,Hymenoptera,Formicidae,0.0001074,1.3546423,W/kg,AnimalTraits
Onymacris unguicularis,Insecta,Coleoptera,Tenebrionidae,0.000737,0.24444444,W/kg,AnimalTraits
Anax junius,Insecta,Odonata,Aeschnidae,0.001019,4.0093286,W/kg,AnimalTraits
Brachymesia gravida,Insecta,Odonata,Libellulidae,0.000344,4.4536764,W/kg,AnimalTraits
Erythemis simplicicollis,Insecta,Odonata,Libellulidae,0.000263,3.2860898,W/kg,AnimalTraits
Erythrodiplax berenice,Insecta,Odonata,Libellulidae,0.000125,3.4569665,W/kg,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,5.2e-05,3.6261886,W/kg,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,4.9e-05,5.5317877,W/kg,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,4.9e-05,5.6119586,W/kg,AnimalTraits
Libellula auripennis,Insecta,Odonata,Libellulidae,0.000464,2.9632109,W/kg,AnimalTraits
Libellula needhami,Insecta,Odonata,Libellulidae,0.000518,3.1851657,W/kg,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000419,3.0001879,W/kg,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000491,3.1202947,W/kg,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000443,3.5470619,W/kg,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000171,4.4108025,W/kg,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000184,5.9779559,W/kg,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000172,5.9382352,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.0002,2.6666667,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000186,3.3370033,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.0002,3.8888889,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.00019,3.7216146,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000187,4.0106952,W/kg,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000192,4.3989571,W/kg,AnimalTraits
Pantala flavescens,Insecta,Odonata,Libellulidae,0.000339,4.8670083,W/kg,AnimalTraits
Perithemis tenera,Insecta,Odonata,Libellulidae,6.1e-05,5.3451605,W/kg,AnimalTraits
Tramea carolina,Insecta,Odonata,Libellulidae,0.000383,4.6155795,W/kg,AnimalTraits
Porcellio laevis,Malacostraca,Isopoda,Porcellionidae,1.409e-05,17.885813,W/kg,AnimalTraits
Porcellio laevis,Malacostraca,Isopoda,Porcellionidae,1.799e-05,18.388611,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6e-07,3.3333333,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6e-07,3.7037037,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7e-07,1.9047619,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,2.2875817,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,2.2875817,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7e-07,2.8571429,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,1.6339869,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7.8e-07,2.2792023,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,1.6666667,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.17e-06,3.6087369,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,2.5925926,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,2.962963,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.33e-06,2.1720969,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.3e-06,1.8803419,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.3e-06,1.1965812,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.37e-06,1.459854,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.37e-06,3.24412,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.5e-06,2.3703704,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.6e-06,2.5,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.7e-06,4.3137255,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.8e-06,3.8271605,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.9e-06,5.9649123,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.9e-06,3.0409357,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2e-06,2.7777778,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2e-06,1.5555556,W/kg,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2.1e-06,4.8677249,W/kg,AnimalTraits
Microtus nivalis,Mammalia,Rodentia,Cricetidae,0.0333,21.222222,W/kg,AnimalTraits
Zapus hudsonius,Mammalia,Rodentia,Dipodidae,0.03,8.3333333,W/kg,AnimalTraits
Perognathus californicus,Mammalia,Rodentia,Heteromyodae,0.022,5.3888889,W/kg,AnimalTraits
Myopus schisticolor,Mammalia,Rodentia,Cricetidae,0.0282,19.666667,W/kg,AnimalTraits
Fukomys mechowi,Mammalia,Rodentia,Bathyergidae,0.267,3.3333333,W/kg,AnimalTraits
Microtus breweri,Mammalia,Rodentia,Cricetidae,0.0531,7.7108182,W/kg,AnimalTraits
Microtus pennsylvanicus,Mammalia,Rodentia,Cricetidae,0.0447,9.9925429,W/kg,AnimalTraits
Octomys mimax,Mammalia,Rodentia,Octodontidae,0.1186,5.3888889,W/kg,AnimalTraits
Tympanoctomys barrerae,Mammalia,Rodentia,Octodontidae,0.0518,6.9444444,W/kg,AnimalTraits
Tympanoctomys barrerae,Mammalia,Rodentia,Octodontidae,0.091,5,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1065,8,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1113,5.5555556,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1091,6.1111111,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1129,5,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1121,5.7777778,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1186,6.3333333,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1192,6.4444444,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1159,6.8888889,W/kg,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.28,8.5,W/kg,AnimalTraits
Gerbillus allenbyi,Mammalia,Rodentia,Muridae,0.0353,6.1111111,W/kg,AnimalTraits
Gerbillus nanus,Mammalia,Rodentia,Muridae,0.0284,4.3333333,W/kg,AnimalTraits
Cryptomys sp.,Mammalia,Rodentia,Bathyergidae,0.0819,6.2222222,W/kg,AnimalTraits
Fukomys damarensis,Mammalia,Rodentia,Bathyergidae,0.124,3.1666667,W/kg,AnimalTraits
Aepyprymnus rufescens,Mammalia,Diprotodontia,Potoroidae,2.82,2.12,W/kg,AnimalTraits
Eutamias minimus borealis,Mammalia,Rodentia,Sciuridae,0.0493,10.141988,W/kg,AnimalTraits
Eutamias minimus oreocetes,Mammalia,Rodentia,Sciuridae,0.0458,9.7040272,W/kg,AnimalTraits
Eutamias amoenus luteiventris,Mammalia,Rodentia,Sciuridae,0.0573,8.5320923,W/kg,AnimalTraits
Otospermophilus beecheyi,Mammalia,Rodentia,Sciuridae,0.5996,2.9444444,W/kg,AnimalTraits
